"game_id","stadium","given_date","given_time","given_lat","given_lon","timestamp_lcl","temperature_air_2m_f","temperature_wetbulb_2m_f","temperature_dewpoint_2m_f","temperature_feelslike_2m_f","temperature_windchill_2m_f","temperature_heatindex_2m_f","humidity_relative_2m_pct","humidity_specific_2m_gpkg","pressure_2m_mb","pressure_mean_sea_level_mb","wind_speed_10m_mph","wind_direction_10m_deg","precipitation_in","snowfall_in","cloud_cover_pct"
"200112230clt","RCA Dome","2001-12-22","08:30:00","39.7581","-86.1579","2001-12-22 20:00:00","46.9","44.9","43","40.7","40.7","46.9","86","6","982.3","1011.9","13","170","0.05","0","100"
"200310120gnb","Lambeau Field","2003-10-11","01:02:00","44.5013","-88.0622","2003-10-11 12:00:00","73.9","66.6","63","77.3","73.9","77.3","69","12.4","989.6","1014.6","13","170","0","0","0"
"200211240dal","Texas Stadium","2002-11-23","01:03:00","32.7473","-97.0945","2002-11-23 12:00:00","69.1","51.6","34","69.1","69.1","69.1","27","4.1","998","1020.7","13","170","0","0","0"
"200601010dal","Texas Stadium","2005-12-31","08:36:00","32.7473","-97.0945","2005-12-31 20:00:00","68","51.3","35.1","68","68","68","30","4.4","983","1005.3","13","170","0","0","0"
"200211100ram","Edward Jones Dome","2002-11-09","01:02:00","38.6328","-90.1885","2002-11-09 12:00:00","64.9","60","57","64.9","64.9","64.9","76","10.1","986.1","1000.6","13","160","0","0","100"
"200511280clt","RCA Dome","2005-11-27","09:08:00","39.7581","-86.1579","2005-11-27 21:00:00","54","50.1","46.9","49.7","49.7","54","77","7","978.7","1007.8","13","140","0","0","100"
"200310260nor","Louisiana Superdome","2003-10-25","01:03:00","29.9511","-90.0812","2003-10-25 12:00:00","82.9","71.9","66.9","86","82.9","86","59","13.9","1020.3","1020.6","13","140","0","0","50"
"200512180mia","Dolphin Stadium","2005-12-17","01:03:00","25.958","-80.2389","2005-12-17 13:00:00","79","72.1","69.1","82.5","79","82.5","72","14.9","1020.3","1020.6","13","120","0","0","88"
"200209080htx","Reliant Stadium","2002-09-07","08:36:00","29.6847","-95.4107","2002-09-07 20:00:00","80.1","77","75.9","87.1","80.1","87.1","87","19.1","1007.8","1009.9","13","100","0","0","88"
"200412260tam","Raymond James Stadium","2004-12-25","04:15:00","27.9759","-82.5033","2004-12-25 16:00:00","53.1","52.4","52","48.6","48.6","53.1","96","8.2","1007.3","1008.8","13","90","0.24","0","100"
"200011260rav","PSINet Stadium","2000-11-25","01:01:00","39.278","-76.6227","2000-11-25 13:00:00","41","36.5","30","33.1","33.1","41","65","3.4","1021.4","1027.1","13","90","0","0","100"
"200210200mia","Pro Player Stadium","2002-10-19","01:03:00","25.958","-80.2389","2002-10-19 13:00:00","84.9","73.1","68","88.8","84.9","88.8","57","14.4","1017.4","1017.4","13","80","0","0","88"
"200012030cin","Paul Brown Stadium","2000-12-02","01:02:00","39.0955","-84.5161","2000-12-02 13:00:00","35.1","30.2","21","25.5","25.5","35.1","56","2.4","1014.2","1032.8","13","80","0","0","25"
"200209080jax","Alltel Stadium","2002-09-07","01:04:00","30.324","-81.6373","2002-09-07 13:00:00","87.1","74.4","69.1","92","87.1","92","55","15","1018.5","1018.8","13","70","0","0","88"
"200311160mia","Pro Player Stadium","2003-11-15","01:03:00","25.958","-80.2389","2003-11-15 13:00:00","79","68.3","63","80.9","79","80.9","58","12.1","1020.1","1020.1","13","60","0","0","88"
"200411140clt","RCA Dome","2004-11-13","01:00:00","39.7581","-86.1579","2004-11-13 13:00:00","45","38.9","30.9","38.2","38.2","45","58","3.6","1006.4","1036.6","13","60","0","0","0"
"200611050tam","Raymond James Stadium","2006-11-04","01:02:00","27.9759","-82.5033","2006-11-04 13:00:00","81","64.7","55","81","81","81","41","9.1","1021.3","1022.5","13","50","0","0","50"
"200609100jax","Alltel Stadium","2006-09-09","04:15:00","30.324","-81.6373","2006-09-09 16:00:00","86","75.3","71.1","91.9","86","91.9","61","16.1","1014.5","1015.1","13","40","0","0","88"
"200612240htx","Reliant Stadium","2006-12-23","01:03:00","29.6847","-95.4107","2006-12-23 12:00:00","60.1","48.7","37","60.1","60.1","60.1","42","4.6","1018.9","1021","13","40","0","0","50"
"200111040oti","Adelphia Coliseum","2001-11-03","01:03:00","36.1664","-86.7712","2001-11-03 12:00:00","71.1","54.2","39","73.9","71.1","73.9","31","5","1006.7","1027.9","13","40","0","0","25"
"200509110jax","Alltel Stadium","2005-09-10","01:07:00","30.324","-81.6373","2005-09-10 13:00:00","86","72.8","66.9","89.5","86","89.5","53","13.9","1016.1","1016.3","13","30","0","0","50"
"200409190oti","The Coliseum","2004-09-18","01:02:00","36.1665","-86.7713","2004-09-18 12:00:00","73","56.8","44.1","75.2","73","75.2","35","6.1","1000.4","1021.5","13","30","0","0","25"
"200110280tam","Raymond James Stadium","2001-10-27","01:01:00","27.9759","-82.5033","2001-10-27 13:00:00","66","49.8","32","66","66","66","28","3.7","1024.4","1024.6","13","20","0","0","88"
"200510090det","Ford Field","2005-10-08","01:02:00","42.34","-83.0456","2005-10-08 13:00:00","51.1","45.1","39","46.3","46.3","51.1","63","5.1","995.5","1018.5","12","360","0","0","100"
"200412260nor","Louisiana Superdome","2004-12-25","01:03:00","29.9511","-90.0812","2004-12-25 12:00:00","35.1","32.7","28.9","25.9","25.9","35.1","78","3.3","1021.6","1021.9","12","350","0.04","0","100"
"200510230cle","Cleveland Browns Stadium","2005-10-22","01:04:00","41.5061","-81.6995","2005-10-22 13:00:00","52","49.2","46.9","47.5","47.5","52","83","7","983.9","1005.5","12","350","0.01","0","100"
"200409190rav","M&T Bank Stadium","2004-09-18","01:02:00","39.278","-76.6227","2004-09-18 13:00:00","66","60.9","57.9","66","66","66","75","10.3","1002.1","1007.2","12","340","0","0","100"
"200411280min","Hubert H. Humphrey Metrodome","2004-11-27","01:00:00","44.9709","-93.2548","2004-11-27 12:00:00","33.1","32.2","30.9","23.4","23.4","33.1","92","3.8","973.4","1004.1","12","330","0.01","0","100"
"200312200tam","Raymond James Stadium","2003-12-19","01:32:00","27.9759","-82.5033","2003-12-19 14:00:00","60.1","47","32","60.1","60.1","60.1","34","3.7","1021.6","1021.8","12","330","0","0","25"
"200611190mia","Dolphin Stadium","2006-11-18","01:03:00","25.958","-80.2389","2006-11-18 13:00:00","75.9","60.5","50","77","75.9","77","40","7.6","1013.9","1014.3","12","330","0","0","0"
"200011300min","Hubert H. Humphrey Metrodome","2000-11-29","08:35:00","44.9709","-93.2548","2000-11-29 20:00:00","32","30.5","28","22","22","32","85","3.3","992.9","1024.6","12","320","0","0","100"
"200412190gnb","Lambeau Field","2004-12-18","04:15:00","44.5013","-88.0622","2004-12-18 15:00:00","30.9","26.9","19","20.7","20.7","30.9","61","2.3","983.4","1009.8","12","320","0","0","100"
"200312150mia","Pro Player Stadium","2003-12-14","09:09:00","25.958","-80.2389","2003-12-14 21:00:00","70","66.6","64.9","70","70","70","84","13","1014.7","1014.8","12","320","0.01","0","88"
"200612170nwe","Gillette Stadium","2006-12-16","01:02:00","42.0909","-71.2643","2006-12-16 13:00:00","51.1","42.5","32","46.3","46.3","51.1","48","3.8","1012.8","1014.3","12","320","0","0","50"
"200010080phi","Veterans Stadium","2000-10-07","01:02:00","39.9066","-75.1711","2000-10-07 13:00:00","60.1","49.4","39","60.1","60.1","60.1","46","5","1017.9","1018.8","12","320","0","0","50"
"200610290nor","Louisiana Superdome","2006-10-28","01:04:00","29.9511","-90.0812","2006-10-28 12:00:00","63","54.1","46.9","63","63","63","56","6.7","1019","1019.1","12","320","0","0","0"
"200411280htx","Reliant Stadium","2004-11-27","01:05:00","29.6847","-95.4107","2004-11-27 12:00:00","68.9","56.1","46","68.9","68.9","68.9","44","6.5","1013.6","1015.6","12","320","0","0","0"
"200611120clt","RCA Dome","2006-11-11","01:02:00","39.7581","-86.1579","2006-11-11 13:00:00","43","40.6","37.9","36","36","43","82","4.9","988.1","1017.1","12","310","0","0","100"
"200112090min","Hubert H. Humphrey Metrodome","2001-12-08","01:00:00","44.9709","-93.2548","2001-12-08 12:00:00","21.9","19.9","15.1","9.2","9.2","21.9","75","1.9","991.5","1023.2","12","310","0","0","88"
"200311160phi","Lincoln Financial Field","2003-11-15","01:01:00","39.9008","-75.1675","2003-11-15 13:00:00","52","42.6","30.9","47.5","47.5","52","44","3.6","1017.9","1018.7","12","310","0","0","50"
"200009170det","Pontiac Silverdome","2000-09-16","01:06:00","42.6458","-83.255","2000-09-16 13:00:00","55.9","47.8","39.9","52.5","52.5","55.9","55","5.3","983.6","1020","12","310","0","0","50"
"200411250dal","Texas Stadium","2004-11-24","04:36:00","32.7473","-97.0945","2004-11-24 16:00:00","53.6","44.3","33.8","49.5","49.5","53.6","47","4.1","993","1015.7","12","310","0","0","0"
"200312210jax","Alltel Stadium","2003-12-20","01:02:00","30.324","-81.6373","2003-12-20 13:00:00","48","35.9","12.2","42.4","42.4","48","23","1.6","1024.2","1024.7","12","300","0","0","0"
"200012240nwe","Foxboro Stadium","2000-12-23","01:02:00","42.0654","-71.2478","2000-12-23 13:00:00","27","22.3","10","15.6","15.6","27","48","1.5","1021.6","1023.4","12","300","0","0","0"
"200112090ram","Dome at Americas Center","2001-12-08","01:02:00","38.6328","-90.1885","2001-12-08 12:00:00","45","43","41","38.5","38.5","45","86","5.4","1004.5","1019.7","12","290","0","0","100"
"200201130gnb","Lambeau Field","2002-01-12","12:35:00","44.5013","-88.0622","2002-01-12 12:00:00","34","31.6","28","24.6","24.6","34","79","3.3","977.3","1002.7","12","290","0","0","100"
"200610150det","Ford Field","2006-10-14","01:03:00","42.34","-83.0456","2006-10-14 13:00:00","48","38.4","24.1","42.4","42.4","48","39","2.8","989.8","1012.6","12","290","0","0","50"
"200010080sdg","Qualcomm Stadium","2000-10-07","04:15:00","32.7831","-117.12","2000-10-07 13:00:00","71.1","63.3","59","76.1","71.1","76.1","66","10.7","998.8","1013.7","12","280","0","0","88"
"200212210crd","Sun Devil Stadium","2002-12-20","05:05:00","33.4265","-111.933","2002-12-20 15:00:00","64.9","45.4","18","64.9","64.9","64.9","16","2.2","972.7","1011.8","12","280","0","0","0"
"200410100sfo","3Com Park","2004-10-09","04:15:00","37.7159","-122.388","2004-10-09 13:00:00","68","57","48.9","68","68","68","50","7.3","1015","1015.6","12","270","0","0","50"
"200212290det","Ford Field","2002-12-28","01:02:00","42.34","-83.0456","2002-12-28 13:00:00","33.1","31.5","28.9","23.4","23.4","33.1","85","3.4","989.9","1013.9","12","260","0","0","100"
"200112300det","Pontiac Silverdome","2001-12-29","01:03:00","42.6458","-83.255","2001-12-29 13:00:00","21","19.3","15.1","8.1","8.1","21","77","1.9","972.1","1009.7","12","260","0","0","100"
"200211250sfo","3Com Park","2002-11-24","09:00:00","37.7159","-122.388","2002-11-24 18:00:00","55.9","54.3","53.1","52.5","52.5","55.9","90","8.4","1020.7","1021.4","12","260","0","0","88"
"200509180rai","McAfee Coliseum","2005-09-17","08:30:00","37.7516","-122.201","2005-09-17 17:00:00","60.1","56","53.1","60.1","60.1","60.1","78","8.5","1017.4","1017.6","12","260","0","0","88"
"200211240pit","Heinz Field","2002-11-23","01:01:00","40.4468","-80.0158","2002-11-23 13:00:00","32","30.1","27","22","22","32","81","3.2","970.4","1018.1","12","250","0","0","100"
"200211030clt","RCA Dome","2002-11-02","01:00:00","39.7581","-86.1579","2002-11-02 13:00:00","46","38.1","27","39.9","39.9","46","47","3.1","991.6","1021.6","12","250","0","0","50"
"200310050buf","Ralph Wilson Stadium","2003-10-04","01:02:00","42.7738","-78.787","2003-10-04 13:00:00","48.9","43.2","37","43.6","43.6","48.9","63","4.8","979.2","1005.5","12","240","0","0","100"
"200609240buf","Ralph Wilson Stadium","2006-09-23","01:02:00","42.7738","-78.787","2006-09-23 13:00:00","66.9","65.6","64.9","66.9","66.9","66.9","93","13.4","981.3","1006.9","12","240","0","0","100"
"200212080nwe","Gillette Stadium","2002-12-07","01:02:00","42.0909","-71.2643","2002-12-07 13:00:00","37","30.4","17.1","28.5","28.5","37","44","2","1016.8","1018.7","12","240","0","0","0"
"200609240pit","Heinz Field","2006-09-23","01:02:00","40.4468","-80.0158","2006-09-23 13:00:00","71.1","65.6","63","76","71.1","76","76","12.7","965.3","1010.5","12","230","0","0","100"
"200410030pit","Heinz Field","2004-10-02","01:01:00","40.4468","-80.0158","2004-10-02 13:00:00","71.1","62.6","57.9","76.1","71.1","76.1","63","10.6","973.6","1018.6","12","230","0","0","88"
"200010010buf","Ralph Wilson Stadium","2000-09-30","01:01:00","42.7738","-78.787","2000-09-30 13:00:00","64.9","56.8","51.1","64.9","64.9","64.9","61","8","995.8","1022.2","12","230","0","0","88"
"200612100det","Ford Field","2006-12-09","01:03:00","42.34","-83.0456","2006-12-09 13:00:00","37","29.4","12.9","28.5","28.5","37","37","1.7","999.8","1023.6","12","230","0","0","0"
"200112020cle","Cleveland Browns Stadium","2001-12-01","01:02:00","41.5061","-81.6995","2001-12-01 13:00:00","46","42.2","37.9","39.9","39.9","46","73","4.8","998.9","1020.8","12","220","0","0","100"
"200010150pit","Three Rivers Stadium","2000-10-14","01:01:00","40.4413","-80.0076","2000-10-14 13:00:00","71.1","53.9","39","73.9","71.1","73.9","31","5.2","974.9","1021.4","12","220","0","0","50"
"200610150was","FedExField","2006-10-14","01:02:00","38.9076","-76.8645","2006-10-14 13:00:00","58.6","43.8","23.5","55.9","55.9","58.6","26","2.7","1002.3","1012.5","12","220","0","0","0"
"200411070det","Ford Field","2004-11-06","01:04:00","42.34","-83.0456","2004-11-06 13:00:00","57","49.2","42.1","53.9","53.9","57","57","5.8","984.5","1007.2","12","220","0","0","0"
"200201060clt","RCA Dome","2002-01-05","01:00:00","39.7581","-86.1579","2002-01-05 13:00:00","37.9","31.5","19.9","29.6","29.6","37.9","48","2.3","987.3","1017.3","12","210","0","0","100"
"200610220cle","Cleveland Browns Stadium","2006-10-21","04:06:00","41.5061","-81.6995","2006-10-21 16:00:00","55.9","47","37.9","52.5","52.5","55.9","51","4.9","994","1015.5","12","210","0","0","88"
"200511200cin","Paul Brown Stadium","2005-11-19","04:15:00","39.0955","-84.5161","2005-11-19 16:00:00","55.9","41.9","21","52.5","52.5","55.9","25","2.4","1004.1","1022.2","12","210","0","0","0"
"200009100sea","Husky Stadium","2000-09-09","04:15:00","47.6504","-122.302","2000-09-09 13:00:00","61","54.2","48.9","61","61","61","64","7.3","1012.8","1013.5","12","200","0","0","100"
"200111250sdg","Qualcomm Stadium","2001-11-24","04:05:00","32.7831","-117.12","2001-11-24 13:00:00","62.1","56.1","52","62.1","62.1","62.1","70","8.3","998.5","1013.7","12","200","0","0","100"
"200112150sdg","Qualcomm Stadium","2001-12-14","05:15:00","32.7831","-117.12","2001-12-14 14:00:00","54","50.1","46.9","50","50","54","77","6.9","993.8","1009.1","12","200","0","0","100"
"200511270was","FedExField","2005-11-26","01:02:00","38.9076","-76.8645","2005-11-26 13:00:00","44.6","35","17.6","38.1","38.1","44.6","33","2.1","1014.8","1025.9","12","200","0","0","50"
"200412050phi","Lincoln Financial Field","2004-12-04","04:15:00","39.9008","-75.1675","2004-12-04 16:00:00","44.1","36.6","25","37.4","37.4","44.1","47","2.8","1015.2","1016","12","200","0","0","50"
"200009240dal","Texas Stadium","2000-09-23","01:05:00","32.7473","-97.0945","2000-09-23 12:00:00","90","76.9","72","97.9","90","97.9","56","17","987.7","1009.5","12","200","0","0","50"
"200010010gnb","Lambeau Field","2000-09-30","04:15:00","44.5013","-88.0622","2000-09-30 15:00:00","70","60.1","54","70","70","70","57","9","986.2","1011","12","200","0","0","25"
"200612100kan","Arrowhead Stadium","2006-12-09","01:00:00","39.0489","-94.4839","2006-12-09 12:00:00","45","36.7","24.1","38.5","38.5","45","43","2.8","994.6","1022.1","12","200","0","0","0"
"200110220nyg","Giants Stadium","2001-10-21","09:09:00","40.8128","-74.0742","2001-10-21 21:00:00","64.9","60","57","64.9","64.9","64.9","76","9.8","1018.3","1018.6","12","200","0","0","0"
"200610080gnb","Lambeau Field","2006-10-07","01:02:00","44.5013","-88.0622","2006-10-07 12:00:00","62.1","50.2","39","62.1","62.1","62.1","42","5","1000.9","1026.4","12","200","0","0","0"
"200311230htx","Reliant Stadium","2003-11-22","01:02:00","29.6847","-95.4107","2003-11-22 12:00:00","79","68.9","64","81.2","79","81.2","60","12.6","1010.9","1013","12","190","0","0","88"
"200409190kan","Arrowhead Stadium","2004-09-18","01:00:00","39.0489","-94.4839","2004-09-18 12:00:00","73.9","68.5","66","77.4","73.9","77.4","76","13.8","990","1015.9","12","190","0","0","0"
"200109090dal","Texas Stadium","2001-09-08","12:03:00","32.7473","-97.0945","2001-09-08 11:00:00","82.9","75.7","73","89.2","82.9","89.2","72","17.7","986.5","1007","12","180","0","0","100"
"200511130chi","Soldier Field","2005-11-12","01:03:00","41.8623","-87.6167","2005-11-12 12:00:00","61","48.6","36","61","61","61","39","4.5","988","1010.1","12","180","0","0","88"
"200309140clt","RCA Dome","2003-09-13","01:00:00","39.7581","-86.1579","2003-09-13 12:00:00","80.1","68.5","63","81.9","80.1","81.9","56","12.4","988.6","1017.4","12","180","0","0","50"
"200411280nyg","Giants Stadium","2004-11-27","01:03:00","40.8128","-74.0742","2004-11-27 13:00:00","54","44.4","33.1","50","50","54","45","3.9","1026.7","1026.9","12","180","0","0","25"
"200112160sea","Husky Stadium","2001-12-15","04:17:00","47.6504","-122.302","2001-12-15 13:00:00","43","41.5","39.9","36","36","43","89","5.2","1008.8","1009.5","12","170","0.1","0","100"
"200612170oti","LP Field","2006-12-16","01:03:00","36.1665","-86.7713","2006-12-16 12:00:00","66.9","56.5","48.9","66.9","66.9","66.9","52","7.4","993.5","1018.3","12","170","0","0","88"
"200211100oti","The Coliseum","2002-11-09","01:03:00","36.1665","-86.7713","2002-11-09 12:00:00","68","59","53.1","68","68","68","59","8.7","991.1","1012.2","12","170","0","0","88"
"200410100sea","Qwest Field","2004-10-09","04:15:00","47.5952","-122.332","2004-10-09 13:00:00","55.9","53.2","51.1","52.5","52.5","55.9","84","7.9","1016.2","1016.8","12","170","0","0","50"
"200511130det","Ford Field","2005-11-12","01:03:00","42.34","-83.0456","2005-11-12 13:00:00","60.1","46.5","30.9","60.1","60.1","60.1","33","3.7","992.2","1015.1","12","170","0","0","0"
"200611230dal","Texas Stadium","2006-11-22","04:25:00","32.7473","-97.0945","2006-11-22 15:00:00","73","55.6","41","74.7","73","74.7","31","5.5","996.7","1019.3","12","170","0","0","0"
"200211170sea","Seahawks Stadium","2002-11-16","04:16:00","47.5952","-122.332","2002-11-16 13:00:00","53.1","49.7","46.9","48.8","48.8","53.1","80","6.8","1003.3","1004","12","150","0.01","0","100"
"200312280gnb","Lambeau Field","2003-12-27","04:15:00","44.5013","-88.0622","2003-12-27 15:00:00","43","37.5","30","36","36","43","60","3.6","989.2","1014.7","12","150","0","0","100"
"200309280nyj","Giants Stadium","2003-09-27","04:15:00","40.8128","-74.0742","2003-09-27 16:00:00","77","76.2","75.9","83","77","83","96","19","1012.5","1012.6","12","140","0","0","100"
"200411280pit","Heinz Field","2004-11-27","01:02:00","40.4468","-80.0158","2004-11-27 13:00:00","54","41.4","24.1","50","50","54","31","2.8","967.8","1014.7","12","140","0","0","50"
"200411210htx","Reliant Stadium","2004-11-20","08:35:00","29.6847","-95.4107","2004-11-20 20:00:00","69.1","67.6","66.9","69.1","69.1","69.1","93","14","1013.3","1015.5","12","120","0","0","100"
"200511130jax","Alltel Stadium","2005-11-12","01:01:00","30.324","-81.6373","2005-11-12 13:00:00","75.9","64","57","77.9","75.9","77.9","52","9.7","1022.2","1022.5","12","110","0","0","88"
"200009240mia","Pro Player Stadium","2000-09-23","01:03:00","25.958","-80.2389","2000-09-23 13:00:00","88","77.7","73.9","96.8","88","96.8","63","17.7","1016.7","1017","12","110","0","0","50"
"200410030mia","Pro Player Stadium","2004-10-02","04:15:00","25.958","-80.2389","2004-10-02 16:00:00","86","78.6","75.9","95.8","86","95.8","72","18.9","1018.3","1018.4","12","100","0.01","0","88"
"200501020chi","Soldier Field","2005-01-01","01:03:00","41.8623","-87.6167","2005-01-01 12:00:00","34","30.7","25","24.6","24.6","34","69","2.8","1007.2","1031.2","12","80","0","0","100"
"200210060mia","Pro Player Stadium","2002-10-05","01:02:00","25.958","-80.2389","2002-10-05 13:00:00","87.1","76.2","72","94","87.1","94","61","16.5","1017.7","1017.8","12","70","0","0","25"
"200410240mia","Pro Player Stadium","2004-10-23","01:02:00","25.958","-80.2389","2004-10-23 13:00:00","84","74.1","70","88.8","84","88.8","63","15.5","1014.5","1015","12","60","0","0","50"
"200311090oti","The Coliseum","2003-11-08","01:02:00","36.1665","-86.7713","2003-11-08 12:00:00","53.1","40.9","23","48.8","48.8","53.1","31","2.6","1009.1","1031","12","50","0","0","25"
"200411140oti","The Coliseum","2004-11-13","01:03:00","36.1665","-86.7713","2004-11-13 12:00:00","54","46.1","37.9","50","50","54","54","4.8","1007.7","1029.5","12","30","0","0","25"
"200509110car","Bank of America Stadium","2005-09-10","01:06:00","35.2258","-80.8528","2005-09-10 13:00:00","82.9","67.3","59","83.4","82.9","83.4","44","10.7","994.4","1020.4","12","30","0","0","0"
"200309140rai","Network Associates Coliseum","2003-09-13","04:15:00","37.7516","-122.201","2003-09-13 13:00:00","96.1","63.4","37.9","96.1","96.1","96.1","13","4.8","1009.1","1009.6","12","30","0","0","0"
"200112090crd","Sun Devil Stadium","2001-12-08","04:04:00","33.4265","-111.933","2001-12-08 14:00:00","66","46","18","66","66","66","16","2.2","983.5","1023","12","30","0","0","0"
"200311090jax","Alltel Stadium","2003-11-08","01:02:00","30.324","-81.6373","2003-11-08 13:00:00","81","73.9","71.1","85.5","81","85.5","72","16","1019.8","1020","12","20","0","0","88"
"200109300nyg","Giants Stadium","2001-09-29","01:06:00","40.8128","-74.0742","2001-09-29 13:00:00","64","55.4","48.9","64","64","64","58","7.2","1018.9","1019.2","12","20","0","0","88"
"200411140cle","Cleveland Browns Stadium","2004-11-13","01:03:00","41.5061","-81.6995","2004-11-13 13:00:00","48","39.9","28.9","42.4","42.4","48","47","3.3","1015.5","1037.9","12","20","0","0","50"
"200312070nwe","Gillette Stadium","2003-12-06","04:15:00","42.0909","-71.2643","2003-12-06 16:00:00","25","24.7","24.1","13.1","13.1","25","96","2.7","1005.3","1007.1","12","10","0.06","0","100"
"200410100dal","Texas Stadium","2004-10-09","01:03:00","32.7473","-97.0945","2004-10-09 12:00:00","70","65.3","63","70","70","70","78","12.4","992.7","1014.9","12","10","0","0","100"
"200312070nor","Louisiana Superdome","2003-12-06","01:03:00","29.9511","-90.0812","2003-12-06 12:00:00","46.9","41.6","35.1","41.4","41.4","46.9","63","4.2","1026.7","1027","11","360","0","0","100"
"200510090ram","Edward Jones Dome","2005-10-08","01:02:00","38.6328","-90.1885","2005-10-08 12:00:00","57.9","49.2","41","55.2","55.2","57.9","53","5.4","1003.9","1018.9","11","360","0","0","88"
"200212080jax","Alltel Stadium","2002-12-07","01:03:00","30.324","-81.6373","2002-12-07 13:00:00","57.9","54.4","51.8","55.2","55.2","57.9","80","8","1025.6","1025.8","11","360","0","0","50"
"200611120det","Ford Field","2006-11-11","01:03:00","42.34","-83.0456","2006-11-11 13:00:00","43","39.8","36","36.4","36.4","43","76","4.5","990.8","1013.8","11","350","0","0","100"
"200401100ram","Edward Jones Dome","2004-01-09","04:30:00","38.6328","-90.1885","2004-01-09 15:00:00","35.1","30.4","21.9","26.4","26.4","35.1","58","2.5","1013.6","1029.1","11","350","0","0","88"
"200011120nyg","Giants Stadium","2000-11-11","04:15:00","40.8128","-74.0742","2000-11-11 16:00:00","55.9","50.1","45","52.7","52.7","55.9","67","6.3","1011.8","1012.1","11","340","0","0","88"
"200010080atl","Georgia Dome","2000-10-07","04:05:00","33.7577","-84.4008","2000-10-07 16:00:00","66","53.9","44.1","66","66","66","45","6.2","990.6","1021.5","11","340","0","0","0"
"200611190tam","Raymond James Stadium","2006-11-18","01:03:00","27.9759","-82.5033","2006-11-18 13:00:00","64.9","53.1","43","64.9","64.9","64.9","45","5.8","1014.5","1016","11","340","0","0","0"
"200312140nwe","Gillette Stadium","2003-12-13","01:02:00","42.0909","-71.2643","2003-12-13 13:00:00","30","23.5","5","20","20","30","34","1.2","1024.9","1026.6","11","330","0","0","0"
"200511270rai","McAfee Coliseum","2005-11-26","04:05:00","37.7516","-122.201","2005-11-26 13:00:00","57","45.9","33.1","54.1","54.1","57","40","3.9","1025.5","1025.5","11","320","0","0","25"
"200312070jax","Alltel Stadium","2003-12-06","01:02:00","30.324","-81.6373","2003-12-06 13:00:00","51.1","42.9","32.9","46.6","46.6","51.1","50","3.9","1016.8","1017.2","11","320","0","0","0"
"200010300was","FedExField","2000-10-29","09:01:00","38.9076","-76.8645","2000-10-29 21:00:00","50","39.7","24.8","45.2","45.2","50","37","2.8","1009.4","1020.2","11","320","0","0","0"
"200109090min","Hubert H. Humphrey Metrodome","2001-09-08","01:00:00","44.9709","-93.2548","2001-09-08 12:00:00","61","55.6","52","61","61","61","72","8.5","976.7","1006.6","11","310","0","0","100"
"200212010buf","Ralph Wilson Stadium","2002-11-30","01:02:00","42.7738","-78.787","2002-11-30 13:00:00","37","33.7","28.9","28.9","28.9","37","72","3.5","965.6","991.5","11","310","0","0","100"
"200101070nyg","Giants Stadium","2001-01-06","04:15:00","40.8128","-74.0742","2001-01-06 16:00:00","37","31.9","23","28.9","28.9","37","56","2.6","1003.7","1003.9","11","310","0","0","88"
"200009100sfo","3Com Park","2000-09-09","04:15:00","37.7159","-122.388","2000-09-09 13:00:00","69.1","59.9","54","69.1","69.1","69.1","59","8.8","1009.9","1010.3","11","310","0","0","25"
"200401180nwe","Gillette Stadium","2004-01-17","03:06:00","42.0909","-71.2643","2004-01-17 15:00:00","37","27.9","3.9","28.9","28.9","37","24","1.1","1009.7","1011.7","11","310","0","0","0"
"200011190nwe","Foxboro Stadium","2000-11-18","01:02:00","42.0654","-71.2478","2000-11-18 13:00:00","46","36.6","21","40.2","40.2","46","37","2.4","1013.4","1015.2","11","300","0","0","50"
"200409190tam","Raymond James Stadium","2004-09-18","04:05:00","27.9759","-82.5033","2004-09-18 16:00:00","90","73.4","66","93.7","90","93.7","45","13.5","1011.8","1011.9","11","300","0","0","25"
"200412190kan","Arrowhead Stadium","2004-12-18","01:00:00","39.0489","-94.4839","2004-12-18 12:00:00","50","40.9","28.9","45.2","45.2","50","44","3.4","992.3","1019.6","11","300","0","0","0"
"200009030nor","Louisiana Superdome","2000-09-02","01:03:00","29.9511","-90.0812","2000-09-02 12:00:00","91.9","82.1","79","108.4","91.9","108.4","66","21.1","1012.2","1012.5","11","300","0","0","0"
"200109090kan","Arrowhead Stadium","2001-09-08","12:01:00","39.0489","-94.4839","2001-09-08 11:00:00","70","66.6","64.9","70","70","70","84","13.5","980.4","1007.4","11","290","0","0","100"
"200310260min","Hubert H. Humphrey Metrodome","2003-10-25","01:00:00","44.9709","-93.2548","2003-10-25 12:00:00","43","37.5","30","36.4","36.4","43","60","3.6","990.9","1021.9","11","290","0","0","100"
"200311020crd","Sun Devil Stadium","2003-11-01","04:05:00","33.4265","-111.933","2003-11-01 14:00:00","66","54.7","46","66","66","66","48","6.8","973.7","1012.3","11","290","0","0","100"
"200209220sfo","3Com Park","2002-09-21","04:15:00","37.7159","-122.388","2002-09-21 13:00:00","71.1","61.2","55","76.1","71.1","76.1","57","9.1","1012.6","1013.1","11","290","0","0","25"
"200609240sfo","Monster Park","2006-09-23","04:15:00","37.7138","-122.385","2006-09-23 13:00:00","72","60","52","76","72","76","49","8.2","1013.9","1014.2","11","290","0","0","25"
