"game_id","stadium","given_date","given_time","given_lat","given_lon","timestamp_lcl","temperature_air_2m_f","temperature_wetbulb_2m_f","temperature_dewpoint_2m_f","temperature_feelslike_2m_f","temperature_windchill_2m_f","temperature_heatindex_2m_f","humidity_relative_2m_pct","humidity_specific_2m_gpkg","pressure_2m_mb","pressure_mean_sea_level_mb","wind_speed_10m_mph","wind_direction_10m_deg","precipitation_in","snowfall_in","cloud_cover_pct"
"200610290cle","Cleveland Browns Stadium","2006-10-28","04:16:00","41.5061","-81.6995","2006-10-28 16:00:00","43","40.2","37","30.1","30.1","43","79","4.8","973.2","994.7","42","280","0.06","0","100"
"200409260mia","Pro Player Stadium","2004-09-25","08:36:00","25.958","-80.2389","2004-09-25 21:00:00","77","76.2","75.9","83","77","83","96","19.4","994.3","994.5","30","260","0.09","0","100"
"200212150sfo","3Com Park","2002-12-14","04:15:00","37.7159","-122.388","2002-12-14 13:00:00","60.1","56.4","54","60.1","60.1","60.1","80","8.8","1005.2","1005.7","28","150","0.05","0","100"
"200311300rav","M&T Bank Stadium","2003-11-29","01:02:00","39.278","-76.6227","2003-11-29 13:00:00","43","35.3","23","32.5","32.5","43","45","2.6","1003.5","1009.3","26","270","0","0","88"
"200410170cle","Cleveland Browns Stadium","2004-10-16","01:03:00","41.5061","-81.6995","2004-10-16 13:00:00","55.9","44.8","32","50.1","50.1","55.9","40","3.9","976.6","997.8","26","230","0","0","88"
"200110070cle","Cleveland Browns Stadium","2001-10-06","01:02:00","41.5061","-81.6995","2001-10-06 13:00:00","61","49.3","37.9","61","61","61","42","4.9","994.2","1015.9","25","260","0","0","88"
"200601010sfo","Monster Park","2005-12-31","04:05:00","37.7138","-122.385","2005-12-31 13:00:00","57.9","55.6","54","53.1","53.1","57.9","87","8.8","1005.8","1006.4","24","260","0.01","0","88"
"200610290gnb","Lambeau Field","2006-10-28","01:02:00","44.5013","-88.0622","2006-10-28 12:00:00","46.9","37.7","24.1","38.4","38.4","46.9","40","2.8","976.9","1001.9","23","300","0","0","0"
"200112230kan","Arrowhead Stadium","2001-12-22","01:00:00","39.0489","-94.4839","2001-12-22 12:00:00","55.9","48.2","41","50.5","50.5","55.9","57","5.6","973.8","1001.6","23","240","0","0","50"
"200012170nor","Louisiana Superdome","2000-12-16","01:03:00","29.9511","-90.0812","2000-12-16 12:00:00","77","70.8","68","80.2","77","80.2","74","14.5","1011.5","1011.9","23","210","0","0","88"
"200612030buf","Ralph Wilson Stadium","2006-12-02","01:02:00","42.7738","-78.787","2006-12-02 13:00:00","35.1","30.1","21","22.7","22.7","35.1","56","2.4","996.4","1024.1","22","250","0","0","100"
"200109300jax","Alltel Stadium","2001-09-29","04:15:00","30.324","-81.6373","2001-09-29 16:00:00","72","65.5","62.1","76.3","72","76.3","71","11.8","1012.4","1012.8","22","20","0","0","88"
"200510160pit","Heinz Field","2005-10-15","01:02:00","40.4468","-80.0158","2005-10-15 13:00:00","66","55.1","46.9","66","66","66","50","7.1","966.3","1010.1","21","300","0","0","50"
"200512240den","Invesco Field at Mile High","2005-12-23","04:15:00","39.7439","-105.02","2005-12-23 14:00:00","53.6","37.6","14","47.7","47.7","53.6","20","2.2","819.1","1010.9","21","280","0","0","50"
"200311230crd","Sun Devil Stadium","2003-11-22","04:06:00","33.4265","-111.933","2003-11-22 14:00:00","63","43.2","10.9","63","63","63","13","1.6","972.1","1010.8","21","280","0","0","0"
"200010150buf","Ralph Wilson Stadium","2000-10-14","01:01:00","42.7738","-78.787","2000-10-14 13:00:00","68","56","46.9","68","68","68","47","6.9","989.5","1015.4","21","240","0","0","88"
"200612240buf","Ralph Wilson Stadium","2006-12-23","01:02:00","42.7738","-78.787","2006-12-23 13:00:00","44.1","40.3","36","35","35","44.1","73","4.6","980.1","1007.2","21","220","0","0","100"
"200610010cin","Paul Brown Stadium","2006-09-30","04:15:00","39.0955","-84.5161","2006-09-30 16:00:00","66","57.2","51.1","66","66","66","59","8.1","993","1010.2","21","220","0","0","25"
"200110140oti","Adelphia Coliseum","2001-10-13","01:04:00","36.1664","-86.7712","2001-10-13 12:00:00","75","68.2","64.9","78.1","75","78.1","71","13.4","986.4","1007.1","21","160","0","0","100"
"200010290sfo","3Com Park","2000-10-28","04:05:00","37.7159","-122.388","2000-10-28 13:00:00","59","57.8","57","54.9","54.9","59","93","9.8","1011.3","1011.9","21","150","0.04","0","100"
"200201060nor","Louisiana Superdome","2002-01-05","12:03:00","29.9511","-90.0812","2002-01-05 11:00:00","60.1","52.8","46.9","60.1","60.1","60.1","62","6.7","1017.9","1018.3","21","150","0","0","88"
"200510090cle","Cleveland Browns Stadium","2005-10-08","01:03:00","41.5061","-81.6995","2005-10-08 13:00:00","53.1","50.8","48.9","47","47","53.1","86","7.4","992.9","1014.7","21","30","0","0","100"
"200309280min","Hubert H. Humphrey Metrodome","2003-09-27","01:03:00","44.9709","-93.2548","2003-09-27 12:00:00","50","43.7","37","43.1","43.1","50","61","4.8","977.7","1008.1","20","310","0","0","100"
"200610290chi","Soldier Field","2006-10-28","01:03:00","41.8623","-87.6167","2006-10-28 12:00:00","48.9","38.5","23","41.6","41.6","48.9","36","2.7","983.4","1006.3","20","300","0","0","50"
"200210200cle","Cleveland Browns Stadium","2002-10-19","04:05:00","41.5061","-81.6995","2002-10-19 16:00:00","52","45.9","39.9","45.7","45.7","52","63","5.3","990.5","1012.3","20","270","0","0","50"
"200411070buf","Ralph Wilson Stadium","2004-11-06","01:02:00","42.7738","-78.787","2004-11-06 13:00:00","50","45.9","42.1","43.1","43.1","50","74","5.8","979","1004.9","20","230","0","0","100"
"200412050det","Ford Field","2004-12-04","01:03:00","42.34","-83.0456","2004-12-04 13:00:00","42.1","37","30","32.6","32.6","42.1","62","3.6","982.6","1006.1","20","220","0","0","50"
"200609240clt","RCA Dome","2006-09-23","01:02:00","39.7581","-86.1579","2006-09-23 13:00:00","66.9","65","64","66.9","66.9","66.9","90","13.1","977.1","1005.2","20","170","0.06","0","100"
"200112020sea","Husky Stadium","2001-12-01","04:05:00","47.6504","-122.302","2001-12-01 13:00:00","50","45","39.9","43.1","43.1","50","68","5.3","986.1","986.7","20","170","0","0","100"
"200111250clt","RCA Dome","2001-11-24","01:00:00","39.7581","-86.1579","2001-11-24 13:00:00","60.1","58.7","57.9","60.1","60.1","60.1","93","10.6","973.1","1001.8","20","150","0.13","0","100"
"200110140clt","RCA Dome","2001-10-13","08:30:00","39.7581","-86.1579","2001-10-13 19:00:00","68","65.3","64","68","68","68","87","13.2","971.4","999.6","20","150","0.01","0","100"
"200410170chi","Soldier Field","2004-10-16","01:03:00","41.8623","-87.6167","2004-10-16 12:00:00","46","38.1","27","38","38","46","47","3.2","979.6","1002.3","19","290","0","0","100"
"200209150sfo","3Com Park","2002-09-14","04:00:00","37.7159","-122.388","2002-09-14 13:00:00","63","57.6","54","63","63","63","72","8.8","1014","1014.6","19","280","0","0","88"
"200011200ram","TWA Dome","2000-11-19","09:08:00","38.6328","-90.1885","2000-11-19 20:00:00","45","36.2","21.9","36.6","36.6","45","40","2.5","1002.2","1017.3","19","280","0","0","88"
"200401040gnb","Lambeau Field","2004-01-03","01:04:00","44.5013","-88.0622","2004-01-03 12:00:00","27","23.4","15.1","12.8","12.8","27","60","1.9","987.9","1013.8","19","270","0","0","0"
"200010150gnb","Lambeau Field","2000-10-14","04:15:00","44.5013","-88.0622","2000-10-14 15:00:00","73","59.3","50","76","73","76","44","7.8","986.6","1011.3","19","260","0","0","25"
"200212290buf","Ralph Wilson Stadium","2002-12-28","01:02:00","42.7738","-78.787","2002-12-28 13:00:00","30.9","30.2","28.9","18.1","18.1","30.9","92","3.4","986.2","1012.9","19","240","0","0","100"
"200212220clt","RCA Dome","2002-12-21","01:00:00","39.7581","-86.1579","2002-12-21 13:00:00","43","35.2","23","34","34","43","45","2.7","982.7","1012.3","19","240","0","0","25"
"200410030buf","Ralph Wilson Stadium","2004-10-02","01:02:00","42.7738","-78.787","2004-10-02 13:00:00","64","61.5","60.1","64","64","64","87","11.2","987.5","1013.2","19","220","0.02","0","100"
"200211100chi","Memorial Stadium (Champaign)","2002-11-09","04:15:00","40.0992","-88.236","2002-11-09 15:00:00","62.1","57.8","55","62.1","62.1","62.1","78","9.5","971.6","999.2","19","170","0","0","100"
"200111040mia","Pro Player Stadium","2001-11-03","01:01:00","25.958","-80.2389","2001-11-03 13:00:00","82","74.2","71.1","86.9","82","86.9","69","16.1","1015.7","1015.8","19","80","0","0","88"
"200611050jax","Alltel Stadium","2006-11-04","01:03:00","30.324","-81.6373","2006-11-04 13:00:00","69.1","59.9","54","69.1","69.1","69.1","59","8.7","1026","1026.7","19","50","0","0","88"
"200411250det","Ford Field","2004-11-24","12:38:00","42.34","-83.0456","2004-11-24 13:00:00","37.9","37.1","36","27.3","27.3","37.9","92","4.6","981.9","1005.4","19","30","0.02","0","100"
"200411140nyj","Giants Stadium","2004-11-13","01:02:00","40.8128","-74.0742","2004-11-13 13:00:00","45","34.5","14","36.8","36.8","45","28","1.7","1029.1","1029.4","18","360","0","0","0"
"200411280sea","Qwest Field","2004-11-27","04:16:00","47.5952","-122.332","2004-11-27 13:00:00","45","41.7","37.9","36.8","36.8","45","76","4.7","1020.5","1022.2","18","330","0.01","0","100"
"200212010gnb","Lambeau Field","2002-11-30","01:02:00","44.5013","-88.0622","2002-11-30 12:00:00","25","20.6","9","10.6","10.6","25","50","1.5","984.6","1010.3","18","330","0","0","100"
"200601150clt","RCA Dome","2006-01-14","01:04:00","39.7581","-86.1579","2006-01-14 13:00:00","36","31.8","25","25","25","36","64","2.9","988.6","1018.4","18","330","0","0","88"
"200401100nwe","Gillette Stadium","2004-01-09","08:15:00","42.0909","-71.2643","2004-01-09 20:00:00","1","-1","-15","-21","-21","1","46","0.5","1000","1025.9","18","320","0","0","0"
"200312140nor","Louisiana Superdome","2003-12-13","08:36:00","29.9511","-90.0812","2003-12-13 20:00:00","54","51.7","50","48.7","48.7","54","86","7.6","1013.5","1013.9","18","310","0","0","100"
"200410310chi","Soldier Field","2004-10-30","08:36:00","41.8623","-87.6167","2004-10-30 20:00:00","54","47.3","41","48.7","48.7","54","61","5.5","982.6","1005","18","270","0","0","100"
"200310190sfo","3Com Park","2003-10-18","04:15:00","37.7159","-122.388","2003-10-18 13:00:00","69.1","59.9","54","69.1","69.1","69.1","59","8.7","1016.7","1017.2","18","260","0","0","50"
"200211030chi","Memorial Stadium (Champaign)","2002-11-02","01:05:00","40.0992","-88.236","2002-11-02 12:00:00","44.1","36.5","25","35.7","35.7","44.1","47","2.9","994.1","1023","18","260","0","0","0"
"200211240chi","Memorial Stadium (Champaign)","2002-11-23","01:03:00","40.0992","-88.236","2002-11-23 12:00:00","46","39.4","30.9","38.3","38.3","46","55","3.7","986.5","1015.1","18","240","0","0","0"
"200410170nyj","Giants Stadium","2004-10-16","01:03:00","40.8128","-74.0742","2004-10-16 13:00:00","61","52.2","45","61","61","61","56","6.3","1000","1000.4","18","230","0","0","88"
"200611050chi","Soldier Field","2006-11-04","01:02:00","41.8623","-87.6167","2006-11-04 12:00:00","46","37.9","26.1","38.3","38.3","46","45","3","1002.3","1026.8","18","220","0","0","100"
"200309280buf","Ralph Wilson Stadium","2003-09-27","01:02:00","42.7738","-78.787","2003-09-27 13:00:00","70","62.9","59","70","70","70","68","10.9","979.9","1005.4","18","200","0","0","88"
"200412050cle","Cleveland Browns Stadium","2004-12-04","01:02:00","41.5061","-81.6995","2004-12-04 13:00:00","46.9","39","28","39.4","39.4","46.9","48","3.3","987.5","1009.6","18","200","0","0","0"
"200511130clt","RCA Dome","2005-11-12","01:03:00","39.7581","-86.1579","2005-11-12 13:00:00","64.9","47.6","27","64.9","64.9","64.9","24","3.1","986.3","1015.7","18","180","0","0","25"
"200111250oti","Adelphia Coliseum","2001-11-24","01:05:00","36.1664","-86.7712","2001-11-24 12:00:00","64.9","64.3","64","64.9","64.9","64.9","97","13","984.4","1005.5","18","170","0.16","0","100"
"200312070sfo","3Com Park","2003-12-06","04:05:00","37.7159","-122.388","2003-12-06 13:00:00","61","57.9","55.9","61","61","61","83","9.4","1012.6","1013.2","18","170","0","0","88"
"200111180mia","Pro Player Stadium","2001-11-17","01:02:00","25.958","-80.2389","2001-11-17 13:00:00","82.9","71.9","66.9","86","82.9","86","59","13.9","1017.7","1017.7","18","50","0","0","25"
"200110070nor","Louisiana Superdome","2001-10-06","12:05:00","29.9511","-90.0812","2001-10-06 11:00:00","69.1","66.3","64.9","69.1","69.1","69.1","87","13","1016.6","1016.7","18","40","0","0","100"
"200112300dal","Texas Stadium","2001-12-29","01:03:00","32.7473","-97.0945","2001-12-29 12:00:00","41","33.7","21","31.6","31.6","41","44","2.4","1001.3","1024.5","18","10","0","0","0"
"200112090dal","Texas Stadium","2001-12-08","01:02:00","32.7473","-97.0945","2001-12-08 12:00:00","54","42.4","27","48.9","48.9","54","35","3.1","1002.3","1025.1","17","350","0","0","0"
"200410030sfo","3Com Park","2004-10-02","08:38:00","37.7159","-122.388","2004-10-02 18:00:00","57","54.1","52","52.9","52.9","57","83","8.1","1016.3","1017","17","300","0","0","25"
"200501020nwe","Gillette Stadium","2005-01-01","01:02:00","42.0909","-71.2643","2005-01-01 13:00:00","50","40.1","26.1","43.7","43.7","50","39","2.9","1020.5","1022.4","17","300","0","0","0"
"200111110det","Pontiac Silverdome","2001-11-10","01:03:00","42.6458","-83.255","2001-11-10 13:00:00","53.1","45.2","37","47.7","47.7","53.1","54","4.8","973.7","1010.2","17","290","0","0","25"
"200411280sfo","3Com Park","2004-11-27","04:15:00","37.7159","-122.388","2004-11-27 13:00:00","57.9","52.4","48","54.1","54.1","57.9","70","7","1014.6","1015.1","17","280","0","0","25"
"200110070buf","Ralph Wilson Stadium","2001-10-06","04:05:00","42.7738","-78.787","2001-10-06 16:00:00","51.1","41.4","28.9","45.1","45.1","51.1","42","3.4","985.2","1011.5","17","270","0","0","88"
"200510090sfo","Monster Park","2005-10-08","04:05:00","37.7138","-122.385","2005-10-08 13:00:00","63","55.5","50","63","63","63","63","7.6","1012.3","1012.9","17","270","0","0","25"
"200601010clt","RCA Dome","2005-12-31","01:02:00","39.7581","-86.1579","2005-12-31 13:00:00","35.1","33","30","24.1","24.1","35.1","82","3.6","979.7","1009.3","17","260","0","0","100"
"200212220gnb","Lambeau Field","2002-12-21","01:02:00","44.5013","-88.0622","2002-12-21 12:00:00","28","25.1","19","14.9","14.9","28","69","2.3","977.3","1002.8","17","260","0","0","25"
"200212220cin","Paul Brown Stadium","2002-12-21","01:02:00","39.0955","-84.5161","2002-12-21 13:00:00","46.9","36.3","18","39.7","39.7","46.9","31","2.1","995.5","1013.8","17","250","0","0","0"
"200410170det","Ford Field","2004-10-16","01:03:00","42.34","-83.0456","2004-10-16 13:00:00","45","42.5","39.9","37.1","37.1","45","82","5.4","973.3","996.5","17","240","0","0","100"
"200211100gnb","Lambeau Field","2002-11-09","01:02:00","44.5013","-88.0622","2002-11-09 12:00:00","57.9","51.3","46","54.1","54.1","57.9","65","6.8","971","995.6","17","200","0","0","0"
"200009100min","Hubert H. Humphrey Metrodome","2000-09-09","12:00:00","44.9709","-93.2548","2000-09-09 11:00:00","80.1","70.3","66","82.7","80.1","82.7","62","14.1","975.3","1005","17","180","0","0","88"
"200509110min","Hubert H. Humphrey Metrodome","2005-09-10","01:05:00","44.9709","-93.2548","2005-09-10 12:00:00","84.9","70","63","86.6","84.9","86.6","48","12.5","981.9","1012.8","17","180","0","0","25"
"200312280htx","Reliant Stadium","2003-12-27","01:03:00","29.6847","-95.4107","2003-12-27 12:00:00","73","66.4","63","76.8","73","76.8","71","12.1","1015.9","1017.9","17","170","0","0","88"
"200112020rai","Network Associates Coliseum","2001-12-01","04:15:00","37.7516","-122.201","2001-12-01 13:00:00","54","52.3","51.1","48.9","48.9","54","90","7.9","1013.5","1014.2","17","160","0.02","0","100"
"200112230gnb","Lambeau Field","2001-12-22","04:15:00","44.5013","-88.0622","2001-12-22 15:00:00","42.1","38.9","35.1","33.3","33.3","42.1","76","4.4","977.6","1002.8","17","160","0","0","100"
"200111250cle","Cleveland Browns Stadium","2001-11-24","01:03:00","41.5061","-81.6995","2001-11-24 13:00:00","66","57.2","51.1","66","66","66","59","8.1","989.9","1011.5","17","150","0","0","100"
"200510160den","Invesco Field at Mile High","2005-10-15","04:16:00","39.7439","-105.02","2005-10-15 14:00:00","73.4","48.6","23","73.4","73.4","73.4","15","3.2","820.5","1010.5","17","140","0","0","88"
"200410100nor","Louisiana Superdome","2004-10-09","01:03:00","29.9511","-90.0812","2004-10-09 12:00:00","73.9","71.9","71.1","78","73.9","78","91","16.1","1010.8","1011.2","17","110","0.03","0","100"
"200109300nwe","Foxboro Stadium","2001-09-29","01:03:00","42.0654","-71.2478","2001-09-29 13:00:00","60.1","50.7","42.1","60.1","60.1","60.1","51","5.6","1019.5","1021.3","17","80","0","0","25"
"200311230gnb","Lambeau Field","2003-11-22","01:02:00","44.5013","-88.0622","2003-11-22 12:00:00","37.9","35","30.9","27.9","27.9","37.9","76","3.7","989.9","1015.7","17","60","0","0","100"
"200010010jax","Alltel Stadium","2000-09-30","01:03:00","30.324","-81.6373","2000-09-30 13:00:00","78.1","73.6","71.8","82.4","78.1","82.4","81","16.5","1015.1","1015.3","17","50","0","0","100"
"200311230den","Invesco Field at Mile High","2003-11-22","04:05:00","39.7439","-105.02","2003-11-22 14:00:00","14","14","14","-3.5","-3.5","14","100","2.2","810.6","1006.5","17","10","0","0","100"
"200411140was","FedExField","2004-11-13","04:06:00","38.9076","-76.8645","2004-11-13 16:00:00","44.6","35.9","21.2","36.9","36.9","44.6","39","2.4","1021.1","1032.3","16","360","0","0","0"
"200112160nyj","Giants Stadium","2001-12-15","01:02:00","40.8128","-74.0742","2001-12-15 13:00:00","46","38.3","27","38.8","38.8","46","47","3","1022","1022.2","16","340","0","0","50"
"200012170kan","Arrowhead Stadium","2000-12-16","01:00:00","39.0489","-94.4839","2000-12-16 12:00:00","15.1","13.4","8.1","-1.6","-1.6","15.1","73","1.4","989.4","1019.2","16","330","0","0","100"
"200010290rav","PSINet Stadium","2000-10-28","01:02:00","39.278","-76.6227","2000-10-28 13:00:00","64","48.8","32","64","64","64","30","3.8","1012.3","1017.8","16","330","0","0","50"
"200101060min","Hubert H. Humphrey Metrodome","2001-01-05","12:30:00","44.9709","-93.2548","2001-01-05 11:00:00","30","25.6","16","17.9","17.9","30","55","2","979.6","1010.9","16","330","0","0","25"
"200211240nyj","Giants Stadium","2002-11-23","01:02:00","40.8128","-74.0742","2002-11-23 13:00:00","42.1","36","27","33.6","33.6","42.1","55","3.1","1006.8","1006.9","16","320","0","0","25"
"200110070rav","PSINet Stadium","2001-10-06","01:02:00","39.278","-76.6227","2001-10-06 13:00:00","61","49.8","39","61","61","61","44","5","1007.2","1012.7","16","310","0","0","88"
"200110070phi","Veterans Stadium","2001-10-06","01:09:00","39.9066","-75.1711","2001-10-06 13:00:00","59","52.4","46.9","55.6","55.6","59","64","6.8","1010.8","1011.7","16","310","0","0","88"
"200012170min","Hubert H. Humphrey Metrodome","2000-12-16","01:00:00","44.9709","-93.2548","2000-12-16 12:00:00","16","14.7","10.9","-0.4","-0.4","16","80","1.6","977.7","1009.3","16","300","0","0","100"
"200110280was","FedExField","2001-10-27","04:05:00","38.9076","-76.8645","2001-10-27 16:00:00","48.9","41.1","30.9","42.5","42.5","48.9","50","3.6","1017.6","1019.8","16","300","0","0","88"
"200412120jax","Alltel Stadium","2004-12-11","01:03:00","30.324","-81.6373","2004-12-11 13:00:00","60.1","47.9","35.1","60.1","60.1","60.1","39","4.3","1010","1010.4","16","300","0","0","50"
"200612030nwe","Gillette Stadium","2006-12-02","01:02:00","42.0909","-71.2643","2006-12-02 13:00:00","46.9","37.1","21","39.9","39.9","46.9","35","2.4","1013.7","1015.5","16","300","0","0","0"
"200210200det","Ford Field","2002-10-19","01:03:00","42.34","-83.0456","2002-10-19 13:00:00","48.9","42","34","42.5","42.5","48.9","56","4.2","988.2","1011.6","16","290","0","0","100"
"200010080det","Pontiac Silverdome","2000-10-07","01:01:00","42.6458","-83.255","2000-10-07 13:00:00","43","36.4","27","34.8","34.8","43","53","3.1","985.9","1023.1","16","290","0","0","88"
"200211240was","FedExField","2002-11-23","01:01:00","38.9076","-76.8645","2002-11-23 13:00:00","44.6","35.3","19.4","36.9","36.9","44.6","36","2.3","1004.4","1015.4","16","290","0","0","25"
"200211240rav","Ravens Stadium","2002-11-23","01:02:00","39.278","-76.6227","2002-11-23 13:00:00","44.1","35.7","21.9","36.2","36.2","44.1","41","2.5","1009.3","1014.8","16","290","0","0","25"
"200512040nwe","Gillette Stadium","2005-12-03","04:15:00","42.0909","-71.2643","2005-12-03 16:00:00","33.1","26.9","12.9","21.9","21.9","33.1","43","1.7","1010.4","1012.2","16","290","0","0","0"
"200412190clt","RCA Dome","2004-12-18","08:36:00","39.7581","-86.1579","2004-12-18 21:00:00","37","32.4","25","27","27","37","61","2.9","984","1013.7","16","280","0","0","100"
"200211030cle","Cleveland Browns Stadium","2002-11-02","01:03:00","41.5061","-81.6995","2002-11-02 13:00:00","37.9","34.3","28.9","28.2","28.2","37.9","70","3.4","994.2","1016.4","16","260","0","0","100"
"200612070pit","Heinz Field","2006-12-06","08:04:00","40.4468","-80.0158","2006-12-06 20:00:00","45","37.5","27","37.3","37.3","45","49","3.2","968.6","1015.4","16","250","0","0","100"
"200111110clt","RCA Dome","2001-11-10","01:00:00","39.7581","-86.1579","2001-11-10 13:00:00","57.9","47.9","37.9","54.2","54.2","57.9","47","4.9","988","1017.4","16","250","0","0","50"
"200411070pit","Heinz Field","2004-11-06","01:02:00","40.4468","-80.0158","2004-11-06 13:00:00","55","45","34","50.5","50.5","55","45","4.3","965.4","1011","16","250","0","0","0"
"200410170buf","Ralph Wilson Stadium","2004-10-16","01:01:00","42.7738","-78.787","2004-10-16 13:00:00","48.2","45.4","42.8","41.6","41.6","48.2","81","6","968.6","994.4","16","240","0","0","100"
"200412050chi","Soldier Field","2004-12-04","01:03:00","41.8623","-87.6167","2004-12-04 12:00:00","42.1","37","30","33.6","33.6","42.1","62","3.6","984.9","1008.2","16","240","0","0","88"
"200111110cle","Cleveland Browns Stadium","2001-11-10","01:03:00","41.5061","-81.6995","2001-11-10 13:00:00","55","46.2","37","50.5","50.5","55","51","4.7","989.5","1011.2","16","230","0","0","0"
"200610290phi","Lincoln Financial Field","2006-10-28","01:07:00","39.9008","-75.1675","2006-10-28 13:00:00","66.9","59.6","55","66.9","66.9","66.9","66","9.4","985.6","987.6","16","220","0","0","88"
"200109090buf","Ralph Wilson Stadium","2001-09-08","01:05:00","42.7738","-78.787","2001-09-08 13:00:00","88","75.1","70","93.8","88","93.8","55","15.9","989.5","1014.8","16","220","0","0","25"
"200510090nyj","Giants Stadium","2005-10-08","01:03:00","40.8128","-74.0742","2005-10-08 13:00:00","75","73.9","73.4","79.6","75","79.6","95","17.6","1005.7","1006.2","16","180","0.04","0","100"
"200012170cle","Cleveland Browns Stadium","2000-12-16","01:03:00","41.5061","-81.6995","2000-12-16 13:00:00","44.1","42.6","41","36.2","36.2","44.1","89","5.5","986.2","1008.1","16","170","0","0","100"
"200609170min","Hubert H. Humphrey Metrodome","2006-09-16","01:03:00","44.9709","-93.2548","2006-09-16 12:00:00","71.1","63.9","60.1","76.1","71.1","76.1","68","11.4","975","1005.9","16","160","0","0","88"
"200409110mia","Pro Player Stadium","2004-09-10","01:07:00","25.958","-80.2389","2004-09-10 13:00:00","89.1","79.3","75.9","100.3","89.1","100.3","65","18.9","1016.7","1016.8","16","110","0","0","50"
"200510230phi","Lincoln Financial Field","2005-10-22","01:02:00","39.9008","-75.1675","2005-10-22 13:00:00","55.9","53.7","52","51.6","51.6","55.9","87","8.2","1003.7","1004.6","16","80","0","0","100"
"200612100mia","Dolphin Stadium","2006-12-09","01:02:00","25.958","-80.2389","2006-12-09 13:00:00","72","61.6","55","76.2","72","76.2","55","9","1025.7","1026.2","16","70","0","0","88"
"200109300phi","Veterans Stadium","2001-09-29","08:38:00","39.9066","-75.1711","2001-09-29 21:00:00","60.1","51.5","44.1","60.1","60.1","60.1","55","6","1020.2","1021.3","16","20","0","0","25"
"200109300car","Ericsson Stadium","2001-09-29","01:03:00","35.2258","-80.8528","2001-09-29 13:00:00","68","55.6","46","68","68","68","45","6.7","992","1019.6","15","360","0","0","25"
"200602050pit","Ford Field","2006-02-04","06:27:00","42.34","-83.0456","2006-02-04 18:00:00","34","33.2","32","23.4","23.4","34","92","3.9","971.3","994.7","15","350","0.03","0","100"
"200601070tam","Raymond James Stadium","2006-01-06","04:34:00","27.9759","-82.5033","2006-01-06 17:00:00","53.1","45.3","37","48.1","48.1","53.1","54","4.6","1013.1","1014.5","15","340","0","0","50"
"200410030cle","Cleveland Browns Stadium","2004-10-02","01:02:00","41.5061","-81.6995","2004-10-02 13:00:00","57.9","55.1","53.1","54.4","54.4","57.9","84","8.6","998.2","1019.8","15","330","0.03","0","100"
"200612030nyg","Giants Stadium","2006-12-02","04:15:00","40.8128","-74.0742","2006-12-02 16:00:00","46","36.9","21.9","39","39","46","38","2.5","1022.3","1022.5","15","310","0","0","0"
"200411280kan","Arrowhead Stadium","2004-11-27","01:00:00","39.0489","-94.4839","2004-11-27 12:00:00","41","37.1","32","32.5","32.5","41","70","3.9","982.7","1011.2","15","300","0","0","100"
"200610290cin","Paul Brown Stadium","2006-10-28","01:02:00","39.0955","-84.5161","2006-10-28 13:00:00","51.1","42.1","30.9","45.5","45.5","51.1","46","3.7","989","1006.3","15","300","0","0","0"
"200212210min","Hubert H. Humphrey Metrodome","2002-12-20","01:30:00","44.9709","-93.2548","2002-12-20 12:00:00","28","26.6","24.1","15.7","15.7","28","85","2.9","966.4","997.2","15","290","0","0","100"
"200212010cin","Paul Brown Stadium","2002-11-30","01:02:00","39.0955","-84.5161","2002-11-30 13:00:00","34","30","23","23.4","23.4","34","64","2.7","990.2","1008.2","15","290","0","0","100"
"200212010clt","RCA Dome","2002-11-30","04:00:00","39.7581","-86.1579","2002-11-30 16:00:00","30","25.6","16","18.3","18.3","30","55","2","984","1013.7","15","290","0","0","100"
"200201120phi","Veterans Stadium","2002-01-11","04:39:00","39.9066","-75.1711","2002-01-11 17:00:00","46","39.9","32","39","39","46","58","3.8","1009.4","1010.5","15","290","0","0","100"
"200312270sfo","3Com Park","2003-12-26","05:15:00","37.7159","-122.388","2003-12-26 14:00:00","52","44.1","35.1","46.7","46.7","52","52","4.2","1022.8","1023.2","15","290","0","0","50"
"200312210phi","Lincoln Financial Field","2003-12-20","04:15:00","39.9008","-75.1675","2003-12-20 16:00:00","37","30.6","18","27.4","27.4","37","46","2.1","1016.2","1017.1","15","290","0","0","50"
"200501230pit","Heinz Field","2005-01-22","06:36:00","40.4468","-80.0158","2005-01-22 19:00:00","19.9","18","12.9","5.2","5.2","19.9","74","1.8","958.5","1005.4","15","280","0","0","100"
"200211030buf","Ralph Wilson Stadium","2002-11-02","01:02:00","42.7738","-78.787","2002-11-02 13:00:00","39","32.1","19.9","29.9","29.9","39","46","2.3","984.5","1011.3","15","260","0","0","88"
"200309070sfo","3Com Park","2003-09-06","04:19:00","37.7159","-122.388","2003-09-06 13:00:00","69.1","58.5","51.1","69.1","69.1","69.1","53","7.9","1016.7","1017.1","15","260","0","0","25"
"200109090gnb","Lambeau Field","2001-09-08","12:02:00","44.5013","-88.0622","2001-09-08 11:00:00","72","67.2","64.9","76.3","72","76.3","79","13.5","979.3","1003.6","15","240","0","0","88"
