"combined_score","combined_turnover","combined_fumbles_losy","total_turnovers","combined_passing_attempts","combined_passing_yds_total","combined_completions","combined_passing_perc","total_score"
43.8881,3.3279,2.7954905063291138,8413,34.08247627,237.45035601,20.69738924,0.3032006429791262,110949
